"﻿CustomersID","Given Name","Name","Gender","Postal Code","E-Mail","Tel Number","Age","target group","age group"
"2001359","Enzo ","Walter","male","1060","EWalter@gmail.com","0665 / ***","66","High Budget","50+"
"2001360","Simon ","Jäger","male","8010","SJäger@gmail.com","0664 / ***","36","High Budget","30-50"
"2001361","Evan ","Maier","male","1060","EMaier@gmail.com","0699 / ***","36","Low Budget","30-50"
"2001362","Ajan ","Werner","male","8010","AWerner@gmail.com","0664 / ***","69","High Budget","50+"
"2001363","Olivia ","Meyer","female","1060","OMeyer@gmail.com","0680 / ***","48","High Budget","30-50"
"2001364","Liana ","Neumann","female","1060","LNeumann@gmail.com","0699 / ***","68","High Budget","50+"
"2001365","Nathan ","Busch","male","8010","NBusch@gmail.com","0664 / ***","30","Low Budget","30-50"
"2001366","Sophia ","Lorenz","female","8010","SLorenz@gmail.com","0664 / ***","68","High Budget","50+"
"2001367","Lea ","Schwarz","female","1060","LSchwarz@gmail.com","0676 / ***","28","High Budget","18-30"
"2001368","Hannah ","Seidel","female","8010","HSeidel@gmail.com","0664 / ***","62","High Budget","50+"
"2001369","Anaïs ","Schmid","female","8010","ASchmid@gmail.com","0664 / ***","30","High Budget","30-50"
"2001370","Liana ","Baumann","female","1060","LBaumann@gmail.com","0680 / ***","29","High Budget","18-30"
"2001371","Liam ","Maier","male","1060","LMaier@gmail.com","0699 / ***","45","High Budget","30-50"
"2001372","Alina ","Frank","female","1060","AFrank@gmail.com","0676 / ***","58","High Budget","50+"
"2001373","Dario ","Günther","male","5010","DGünther@gmail.com","0676 / ***","44","Low Budget","30-50"
"2001374","Luna ","Schulz","female","6850","LSchulz@gmail.com","0676 / ***","62","High Budget","50+"
"2001375","Chloé ","Zimmermann","female","8010","CZimmermann@gmail.com","0664 / ***","31","High Budget","30-50"
"2001376","Arthur ","Huber","male","2322","AHuber@gmail.com","0650 / ***","39","High Budget","30-50"
"2001377","Ethan ","Schmitz","male","2322","ESchmitz@gmail.com","0650 / ***","56","Low Budget","50+"
"2001378","Jana ","Bauer","female","1060","JBauer@gmail.com","0680 / ***","60","High Budget","50+"
"2001379","Felix ","Schäfer","male","1060","FSchäfer@gmail.com","0676 / ***","48","Low Budget","30-50"
"2001380","Dario ","Krüger","male","1060","DKrüger@gmail.com","0665 / ***","46","Low Budget","30-50"
"2001381","Laura ","Lorenz","female","8010","LLorenz@gmail.com","0664 / ***","37","High Budget","30-50"
"2001382","Vincent ","Kraus","male","1060","VKraus@gmail.com","0680 / ***","35","High Budget","30-50"
"2001383","Nico ","Ziegler","male","8010","NZiegler@gmail.com","0664 / ***","49","High Budget","30-50"
"2001384","Ronja ","Pfeiffer","female","8010","RPfeiffer@gmail.com","0664 / ***","59","High Budget","50+"
"2001385","Elina ","Schubert","female","1060","ESchubert@gmail.com","0676 / ***","40","High Budget","30-50"
"2001386","Giulia ","Wolf","female","1060","GWolf@gmail.com","0680 / ***","45","High Budget","30-50"
"2001387","Ella ","Krämer","female","1060","EKrämer@gmail.com","0676 / ***","45","High Budget","30-50"
"2001388","Alexander ","Pohl","male","2322","APohl@gmail.com","0650 / ***","66","Low Budget","50+"
"2001389","Rafael ","Franke","male","1060","RFranke@gmail.com","0699 / ***","68","Low Budget","50+"
"2001390","Paula ","Pohl","female","2322","PPohl@gmail.com","0650 / ***","58","High Budget","50+"
"2001391","Ethan ","Lange","male","1060","ELange@gmail.com","0676 / ***","47","Low Budget","30-50"
"2001392","Mira ","Meier","female","1060","MMeier@gmail.com","0699 / ***","30","High Budget","30-50"
"2001393","Clara ","Bergmann","female","2322","CBergmann@gmail.com","0650 / ***","30","High Budget","30-50"
"2001394","Lina ","Mayer","female","8010","LMayer@gmail.com","0664 / ***","56","High Budget","50+"
"2001395","Malea ","Simon","female","1060","MSimon@gmail.com","0680 / ***","55","High Budget","50+"
"2001396","Hana ","Müller","female","8010","HMüller@gmail.com","0664 / ***","31","High Budget","30-50"
"2001397","Alessandro ","Schwarz","male","8010","ASchwarz@gmail.com","0664 / ***","54","Low Budget","50+"
"2001398","Lio ","Jäger","male","8010","LJäger@gmail.com","0664 / ***","62","High Budget","50+"
"2001399","Chloé ","Fischer","female","8010","CFischer@gmail.com","0664 / ***","45","High Budget","30-50"
"2001400","Julie ","Wolf","female","1060","JWolf@gmail.com","0665 / ***","46","High Budget","30-50"
"2001401","Lukas ","Krämer","male","1060","LKrämer@gmail.com","0699 / ***","58","High Budget","50+"
"2001402","Leandro ","Wolff","male","8010","LWolff@gmail.com","0664 / ***","53","High Budget","50+"
"2001403","Adrian ","Hoffmann","male","8010","AHoffmann@gmail.com","0664 / ***","34","High Budget","30-50"
"2001404","Oliver ","Wagner","male","8010","OWagner@gmail.com","0664 / ***","52","Low Budget","50+"
"2001405","Luana ","Schulte","female","1060","LSchulte@gmail.com","0676 / ***","64","High Budget","50+"
"2001406","Julie ","Weiß","female","8010","JWeiß@gmail.com","0664 / ***","65","High Budget","50+"
"2001407","Eline ","Voigt","female","8010","EVoigt@gmail.com","0664 / ***","45","High Budget","30-50"
"2001408","Hana ","Schuster","female","2322","HSchuster@gmail.com","0650 / ***","56","High Budget","50+"
"2001409","Milena ","Neumann","female","1060","MNeumann@gmail.com","0676 / ***","45","High Budget","30-50"
"2001410","Jason ","Neumann","male","8010","JNeumann@gmail.com","0664 / ***","37","Low Budget","30-50"
"2001411","Selina ","Horn","female","1060","SHorn@gmail.com","0665 / ***","30","High Budget","30-50"
"2001412","Martin ","Schneider","male","1060","MSchneider@gmail.com","0676 / ***","53","High Budget","50+"
"2001413","Julie ","Arnold","female","1060","JArnold@gmail.com","0676 / ***","68","High Budget","50+"
"2001414","Amelie ","Günther","female","8010","AGünther@gmail.com","0664 / ***","54","High Budget","50+"
"2001415","Julie ","Roth","female","1060","JRoth@gmail.com","0676 / ***","43","High Budget","30-50"
"2001416","Emma ","Stein","female","8010","EStein@gmail.com","0664 / ***","60","High Budget","50+"
"2001417","Gian ","Schuster","male","1060","GSchuster@gmail.com","0665 / ***","31","High Budget","30-50"
"2001418","Melina ","Winter","female","1060","MWinter@gmail.com","0676 / ***","60","High Budget","50+"
"2001419","Luisa ","Stein","female","1060","LStein@gmail.com","0699 / ***","35","High Budget","30-50"
"2001420","Thomas ","Dietrich","male","1060","TDietrich@gmail.com","0699 / ***","42","Low Budget","30-50"
"2001421","Ronja ","Weber","female","2322","RWeber@gmail.com","0650 / ***","65","High Budget","50+"
"2001422","Levi ","Klein","male","1060","LKlein@gmail.com","0699 / ***","55","Low Budget","50+"
"2001423","Luisa ","Hofmann","female","8010","LHofmann@gmail.com","0664 / ***","54","High Budget","50+"
"2001424","Lynn ","Schneider","female","8010","LSchneider@gmail.com","0664 / ***","47","High Budget","30-50"
"2001425","Luca ","Meier","male","1060","LMeier@gmail.com","0680 / ***","37","Low Budget","30-50"
"2001426","Melina ","Werner","female","8010","MWerner@gmail.com","0664 / ***","32","High Budget","30-50"
"2001427","Jana ","Pfeiffer","female","1060","JPfeiffer@gmail.com","0676 / ***","66","High Budget","50+"
"2001428","Oliver ","Krämer","male","8010","OKrämer@gmail.com","0664 / ***","29","High Budget","18-30"
"2001429","Paula ","Weiß","female","2322","PWeiß@gmail.com","0650 / ***","43","High Budget","30-50"
"2001430","Leano ","Mayer","male","2322","LMayer@gmail.com","0650 / ***","59","Low Budget","50+"
"2001431","Lian ","Schmidt","male","8010","LSchmidt@gmail.com","0664 / ***","57","High Budget","50+"
"2001432","Maël ","Hofmann","male","8010","MHofmann@gmail.com","0664 / ***","53","Low Budget","50+"
"2001433","Hannah ","Jäger","female","1060","HJäger@gmail.com","0676 / ***","53","High Budget","50+"
"2001434","Vincent ","Pohl","male","1060","VPohl@gmail.com","0676 / ***","65","High Budget","50+"
"2001435","Alina ","Lorenz","female","8010","ALorenz@gmail.com","0664 / ***","35","High Budget","30-50"
"2001436","Melissa ","Schmitz","female","8010","MSchmitz@gmail.com","0664 / ***","51","High Budget","50+"
"2001437","Nina ","Schubert","female","2322","NSchubert@gmail.com","0650 / ***","56","High Budget","50+"
"2001438","Aline ","Frank","female","1060","AFrank@gmail.com","0676 / ***","52","High Budget","50+"
"2001439","Martin ","Hartmann","male","8010","MHartmann@gmail.com","0664 / ***","56","Low Budget","50+"
"2001440","Julia ","Braun","female","2322","JBraun@gmail.com","0650 / ***","57","High Budget","50+"
"2001441","Noel ","Arnold","male","2322","NArnold@gmail.com","0650 / ***","48","Low Budget","30-50"
"2001442","Colin ","Voigt","male","2322","CVoigt@gmail.com","0650 / ***","34","Low Budget","30-50"
"2001443","Anaïs ","Werner","female","1060","AWerner@gmail.com","0676 / ***","68","High Budget","50+"
"2001444","Ava ","Lehmann","female","8010","ALehmann@gmail.com","0664 / ***","28","High Budget","18-30"
"2001445","Mila ","Huber","female","8010","MHuber@gmail.com","0664 / ***","64","High Budget","50+"
"2001446","Sophie ","Groß","female","8010","SGroß@gmail.com","0664 / ***","48","High Budget","30-50"
"2001447","Liana ","Bergmann","female","8010","LBergmann@gmail.com","0664 / ***","56","High Budget","50+"
"2001448","Laurin ","Albrecht","male","1060","LAlbrecht@gmail.com","0665 / ***","41","High Budget","30-50"
"2001449","Elio ","Hofmann","male","8010","EHofmann@gmail.com","0664 / ***","68","Low Budget","50+"
"2001450","Mira ","Haas","female","2322","MHaas@gmail.com","0650 / ***","55","High Budget","50+"
"2001451","Paula ","Arnold","female","1060","PArnold@gmail.com","0676 / ***","66","High Budget","50+"
"2001452","Julia ","Pfeiffer","female","4020","JPfeiffer@gmail.com","0664 / ***","60","High Budget","50+"
"2001453","Fabio ","Bergmann","male","8010","FBergmann@gmail.com","0680 / ***","33","Low Budget","30-50"
"2001454","Amina ","Schubert","female","1060","ASchubert@gmail.com","0699 / ***","60","High Budget","50+"
"2001455","Amelie ","Schulze","female","2322","ASchulze@gmail.com","0650 / ***","48","High Budget","30-50"
"2001456","Lisa ","Schreiber","female","4020","LSchreiber@gmail.com","0664 / ***","43","High Budget","30-50"
"2001457","Ethan ","Kühn","male","4020","EKühn@gmail.com","0664 / ***","45","High Budget","30-50"
"2001458","Diego ","Lange","male","4020","DLange@gmail.com","0664 / ***","36","High Budget","30-50"
"2001459","Lara ","Voigt","female","1060","LVoigt@gmail.com","0676 / ***","40","High Budget","30-50"
"2001460","Evan ","Hahn","male","1060","EHahn@gmail.com","0676 / ***","68","Low Budget","50+"
"2001461","Maximilian ","Walter","male","4020","MWalter@gmail.com","0664 / ***","67","High Budget","50+"
"2001462","Zoe ","Maier","female","1060","ZMaier@gmail.com","0676 / ***","50","High Budget","50+"
"2001463","Elia ","Bergmann","male","1060","EBergmann@gmail.com","0665 / ***","43","Low Budget","30-50"
"2001464","Timo ","Klein","male","1060","TKlein@gmail.com","0680 / ***","35","High Budget","30-50"
"2001465","Lara ","Peters","female","4020","LPeters@gmail.com","0664 / ***","61","High Budget","50+"
"2001466","Leonardo ","Jäger","male","1060","LJäger@gmail.com","0676 / ***","48","Low Budget","30-50"
"2001467","Lucie ","Müller","female","4020","LMüller@gmail.com","0664 / ***","59","High Budget","50+"
"2001468","Malin ","Schumacher","female","1060","MSchumacher@gmail.com","0699 / ***","31","High Budget","30-50"
"2001469","Ronja ","Beck","female","4020","RBeck@gmail.com","0664 / ***","57","High Budget","50+"
"2001470","Valentin ","Lehmann","male","4020","VLehmann@gmail.com","0664 / ***","68","High Budget","50+"
"2001471","Lenny ","Kaiser","male","4020","LKaiser@gmail.com","0664 / ***","65","High Budget","50+"
"2001472","Lisa ","Wolff","female","1060","LWolff@gmail.com","0676 / ***","32","High Budget","30-50"
"2001473","Levi ","Thomas","male","4020","LThomas@gmail.com","0664 / ***","48","High Budget","30-50"
"2001474","Alice ","Pfeiffer","female","4020","APfeiffer@gmail.com","0664 / ***","30","High Budget","30-50"
"2001475","Emilia ","Neumann","female","1060","ENeumann@gmail.com","0665 / ***","67","High Budget","50+"
"2001476","Henry ","Becker","male","4020","HBecker@gmail.com","0664 / ***","66","High Budget","50+"
"2001477","Leon ","Winter","male","1060","LWinter@gmail.com","0665 / ***","29","High Budget","18-30"
"2001478","Luan ","Lange","male","4020","LLange@gmail.com","0664 / ***","51","Low Budget","50+"
"2001479","Rayan ","Schmitt","male","1060","RSchmitt@gmail.com","0665 / ***","54","Low Budget","50+"
"2001480","Milena ","Baumann","female","4020","MBaumann@gmail.com","0664 / ***","67","High Budget","50+"
"2001481","Emilie ","Schulz","female","4020","ESchulz@gmail.com","0664 / ***","61","High Budget","50+"
"2001482","Laura ","Brandt","female","1060","LBrandt@gmail.com","0665 / ***","51","High Budget","50+"
"2001483","Livia ","Hofmann","female","1060","LHofmann@gmail.com","0665 / ***","65","High Budget","50+"
"2001484","Alexander ","Engel","male","4020","AEngel@gmail.com","0664 / ***","38","High Budget","30-50"
"2001485","Raphael ","Werner","male","4020","RWerner@gmail.com","0664 / ***","29","Low Budget","18-30"
"2001486","Paula ","Wolf","female","1060","PWolf@gmail.com","0699 / ***","32","High Budget","30-50"
"2001487","Léo ","Schneider","male","4020","LSchneider@gmail.com","0664 / ***","63","Low Budget","50+"
"2001488","Mateo ","Berger","male","1060","MBerger@gmail.com","0676 / ***","65","High Budget","50+"
"2001489","Lio ","Sommer","male","4020","LSommer@gmail.com","0664 / ***","41","High Budget","30-50"
"2001490","Adrian ","Ziegler","male","1060","AZiegler@gmail.com","0680 / ***","62","High Budget","50+"
"2001491","Noé ","Braun","male","4020","NBraun@gmail.com","0664 / ***","51","High Budget","50+"
"2001492","Lisa ","Schneider","female","4020","LSchneider@gmail.com","0664 / ***","51","High Budget","50+"
"2001493","Henry ","Zimmermann","male","1060","HZimmermann@gmail.com","0676 / ***","56","High Budget","50+"
"2001494","Hanna ","Lang","female","1060","HLang@gmail.com","0699 / ***","28","High Budget","18-30"
"2001495","Diego ","Schmitz","male","4020","DSchmitz@gmail.com","0664 / ***","28","High Budget","18-30"
"2001496","Noelia ","Wagner","female","2322","NWagner@gmail.com","0650 / ***","38","High Budget","30-50"
"2001497","Zoé ","Hartmann","female","1060","ZHartmann@gmail.com","0699 / ***","36","High Budget","30-50"
"2001498","Vincent ","Vogel","male","1060","VVogel@gmail.com","0676 / ***","64","High Budget","50+"
"2001499","Noar ","Horn","male","4020","NHorn@gmail.com","0664 / ***","55","High Budget","50+"
"2001500","Kilian ","Wolf","male","4020","KWolf@gmail.com","0664 / ***","54","Low Budget","50+"
"2001501","Ryan ","Schmid","male","4020","RSchmid@gmail.com","0664 / ***","36","Low Budget","30-50"
"2001502","Emil ","Keller","male","4020","EKeller@gmail.com","0664 / ***","64","Low Budget","50+"
"2001503","Lou ","Wolf","female","4020","LWolf@gmail.com","0664 / ***","41","High Budget","30-50"
"2001504","Samuel ","Bauer","male","1060","SBauer@gmail.com","0699 / ***","37","Low Budget","30-50"
"2001505","Amélie ","Zimmermann","female","1060","AZimmermann@gmail.com","0676 / ***","52","High Budget","50+"
"2001506","Kilian ","Lange","male","4020","KLange@gmail.com","0664 / ***","39","High Budget","30-50"
"2001507","Lara ","Koch","female","1060","LKoch@gmail.com","0676 / ***","52","High Budget","50+"
"2001508","Daniel ","Lorenz","male","1060","DLorenz@gmail.com","0699 / ***","63","High Budget","50+"
"2001509","Lynn ","Lang","female","4020","LLang@gmail.com","0664 / ***","30","High Budget","30-50"
"2001510","Alicia ","Schulze","female","2322","ASchulze@gmail.com","0650 / ***","56","High Budget","50+"
"2001511","Sophie ","Schreiber","female","1060","SSchreiber@gmail.com","0699 / ***","54","High Budget","50+"
"2001512","Luana ","Meyer","female","4020","LMeyer@gmail.com","0664 / ***","35","High Budget","30-50"
"2001513","Finn ","Jäger","male","1060","FJäger@gmail.com","0699 / ***","63","Low Budget","50+"
"2001514","Lino ","Scholz","male","4020","LScholz@gmail.com","0664 / ***","41","Low Budget","30-50"
"2001515","Alea ","Jäger","female","1060","AJäger@gmail.com","0680 / ***","43","High Budget","30-50"
"2001516","Loris ","Hoffmann","male","1060","LHoffmann@gmail.com","0676 / ***","66","High Budget","50+"
"2001517","Diego ","Kühn","male","1060","DKühn@gmail.com","0699 / ***","42","High Budget","30-50"
"2001518","Jael ","Mayer","female","1060","JMayer@gmail.com","0676 / ***","32","High Budget","30-50"
"2001519","Samuel ","Beck","male","4020","SBeck@gmail.com","0664 / ***","31","Low Budget","30-50"
"2001520","Juna ","Schwarz","female","4020","JSchwarz@gmail.com","0664 / ***","62","High Budget","50+"
